record_id,label,window_start_utc,window_end_utc,ip_version,src_ip,dst_ip,src_port,dst_port,transport,app_proto,direction,duration_ms,packets,bytes,pkts_per_s,bytes_per_s,tcp_syn,tcp_ack,tcp_fin,tcp_rst,ipv6_flow_label,ipv6_next_header,ipv6_hop_limit,ipv6_ext_hdr_count,ipv6_fragment_count,icmpv6_nd_msgs,payload_entropy
R0001328,Benign,2026-01-01T22:44:02+00:00,2026-01-01T22:44:02.260000+00:00,6,2001:db8:1:107d:493a:55d2:e3a7:1aee,2001:db8:130:35fa:4374:78bd:773f:bb30,20822,443,UDP,HTTPS,outbound,260.575,13,780,49.88974679334034,2993.3848076004206,0,0,0,0,768842,17,67,0,1,0,5.128879709169664
R0001329,Benign,2026-01-01T19:02:13+00:00,2026-01-01T19:02:13.435000+00:00,6,2001:db8:1:47c3:f1be:f588:9c08:51d4,2001:db8:156:9d7a:640e:50e7:6c10:56b3,30413,53,TCP,DNS,outbound,435.735,7,1322,16.064794400153303,3033.9511710003812,3,4,1,0,321531,6,66,1,0,0,5.535054351912172
R0001330,Benign,2026-01-01T11:14:33+00:00,2026-01-01T11:14:33.670000+00:00,6,2001:db8:192:d88e:66b9:ce27:5487:452b,2001:db8:1:372c:1b99:3f82:fdd3:5eea,58552,22,TCP,SSH,inbound,670.692,7,770,10.436979625771128,1148.0677588348242,2,5,0,0,531919,6,63,0,0,0,4.7427814606808045
R0001331,Benign,2026-01-01T05:58:44+00:00,2026-01-01T05:58:44.216000+00:00,6,2001:db8:1:6d82:e6a1:9ff8:ab9a:9585,2001:db8:15d:7dc0:74cf:b32b:c887:36e9,29698,443,TCP,HTTPS,outbound,216.979,14,3852,64.52245008318928,17752.89126574608,2,12,1,0,728494,6,67,1,0,1,3.943434664054565
R0001332,Benign,2026-01-01T05:12:10+00:00,2026-01-01T05:12:11.287000+00:00,6,2001:db8:135:ea7f:5ec5:1b50:a44a:d54,2001:db8:1:f10a:1407:a94b:e59:4ba4,60677,53,UDP,DNS,inbound,1287.275,4,485,3.1073395000083903,376.7649143760173,0,0,0,0,60908,17,64,0,1,1,3.7153952080803476
R0001333,Benign,2026-01-01T22:58:57+00:00,2026-01-01T22:58:57.697000+00:00,6,2001:db8:1:2086:bf2:598c:21be:4ca5,2001:db8:1:755d:4bc6:fdb9:8a49:7bbd,63056,80,UDP,HTTP,lateral,697.457,29,2821,41.57964145009464,4044.695466576448,0,0,0,0,341928,17,68,2,0,0,5.010306506547592
R0001334,Benign,2026-01-01T19:57:38+00:00,2026-01-01T19:57:38.866000+00:00,6,2001:db8:15f:9094:e18e:763b:d57:aef5,2001:db8:1:d077:7079:4e0:ef9:2e30,61074,143,UDP,IMAP,inbound,866.642,1,597,1.1538788743864417,688.8656880087057,0,0,0,0,213050,17,132,1,1,2,4.915374495746321
R0001335,Benign,2026-01-01T12:59:56+00:00,2026-01-01T12:59:56.068000+00:00,6,2001:db8:1:d328:5234:967d:7ec4:eb39,2001:db8:11b:1a5a:69f6:a8cb:42ac:dbbb,52578,8080,TCP,HTTP-ALT,outbound,68.383,12,720,175.48297905300657,10528.978743180394,3,9,1,0,754472,6,65,2,0,1,5.6115657191642825
R0001336,Benign,2026-01-01T18:45:59+00:00,2026-01-01T18:45:59.172000+00:00,6,2001:db8:1:ad79:c9e2:fc9e:2772:30de,2001:db8:1:25f9:a101:d68:781a:ee5a,34171,110,TCP,POP3,lateral,172.904,21,2323,121.4546046647636,13435.192696964086,3,18,2,0,84102,6,59,0,0,0,6.177872272211138
R0001337,Benign,2026-01-01T18:27:57+00:00,2026-01-01T18:27:57.316000+00:00,6,2001:db8:1b6:6db5:4820:9942:88a5:9343,2001:db8:1:81d3:ea34:23ed:4135:7db8,63096,53,TCP,DNS,inbound,316.292,3,849,9.484907270213073,2684.2287574703,3,0,0,0,946590,6,134,0,1,0,5.158751871020797
R0001338,Exploits,2026-01-01T14:44:26+00:00,2026-01-01T14:44:27.521000+00:00,6,2001:db8:116:fe:15a4:2c52:2147:129e,2001:db8:1:1e85:c11:c74d:fab5:22e5,31032,5900,TCP,OTHER,inbound,1521.264,5,1729,3.286740248684165,1136.5547779949843,3,2,0,0,872265,6,125,5,1,0,6.735269309974988
R0001339,Benign,2026-01-01T08:27:37+00:00,2026-01-01T08:27:38.019000+00:00,6,2001:db8:1:7454:12ed:553c:e618:4043,2001:db8:1:dcea:caa:f782:dae5:108b,20117,445,UDP,SMB,lateral,1019.66,7,579,6.865032020115951,567.8362199495908,0,0,0,0,316776,17,131,2,0,2,6.797397293221623
R0001340,Benign,2026-01-01T17:57:45+00:00,2026-01-01T17:57:45.720000+00:00,6,2001:db8:1:5ade:b1c7:2493:4077:3847,2001:db8:151:7eb1:9922:2b37:2d9e:b2d2,33398,80,TCP,HTTP,outbound,720.698,5,384,6.937714298438137,532.816458120049,2,3,2,0,1032281,6,64,0,0,0,5.520930061925657
R0001341,Benign,2026-01-01T19:27:42+00:00,2026-01-01T19:27:42.165000+00:00,6,2001:db8:1:57e:29de:65e6:2e89:a6ed,2001:db8:14a:d08:db6e:82cc:5c57:eb93,10483,53,TCP,DNS,outbound,165.823,17,1984,102.5189789743962,11964.567899129534,3,14,0,0,672142,6,58,0,1,0,4.27107351753927
R0001342,Benign,2026-01-01T10:37:39+00:00,2026-01-01T10:37:39.256000+00:00,6,2001:db8:1:313e:f546:f5ee:d999:6d9d,2001:db8:1bd:731f:31ff:18f9:e8a5:41f8,46398,443,TCP,HTTPS,outbound,256.283,9,3713,35.11736237064071,14487.862942465443,2,7,0,0,617459,6,255,2,0,0,4.359228110101375
R0001343,Benign,2026-01-01T00:14:52+00:00,2026-01-01T00:14:52.540000+00:00,6,2001:db8:184:c0ab:d732:bacd:8090:661f,2001:db8:1:9966:8231:f16b:7fc4:bd3f,61477,8080,UDP,HTTP-ALT,inbound,540.385,15,3844,27.75797161941677,7113.442860335871,0,0,0,0,348567,17,63,1,0,1,6.838960527599833
R0001344,Benign,2026-01-01T10:15:04+00:00,2026-01-01T10:15:04.913000+00:00,6,2001:db8:1:af31:81ea:a853:c415:a467,2001:db8:19c:b11b:1245:6606:596f:b6ce,13440,110,TCP,POP3,outbound,913.442,5,2582,5.473798475745714,2826.669532875087,2,3,0,0,380967,6,64,2,1,1,4.364875496027765
R0001345,Benign,2026-01-01T03:50:25+00:00,2026-01-01T03:50:25.391000+00:00,6,2001:db8:1bd:b77a:9905:1f8:e0ad:8c81,2001:db8:1:3bb1:6a03:6e2f:5108:4482,13147,25,UDP,SMTP,inbound,391.614,6,584,15.321199928468118,1491.2634597042302,0,0,0,0,357556,17,66,1,1,1,6.477856655030514
R0001346,Benign,2026-01-01T14:13:14+00:00,2026-01-01T14:13:14.674000+00:00,6,2001:db8:1e2:c53f:149f:25e3:6b19:b289,2001:db8:1:8af0:596b:c6f:663c:f258,10314,80,TCP,HTTP,inbound,674.141,10,3137,14.833702297729483,4653.332410797739,1,9,1,0,330653,6,127,2,0,0,6.230919338366907
R0001347,Benign,2026-01-01T10:27:41+00:00,2026-01-01T10:27:41.364000+00:00,6,2001:db8:1ed:ced1:f47e:2c3e:dd5c:525,2001:db8:1:37e6:6917:5c82:c4c3:4aeb,10961,443,TCP,HTTPS,inbound,364.233,9,759,24.709459959690033,2083.831123267193,1,8,1,1,843523,6,132,2,1,1,4.467073961891465
R0001348,Benign,2026-01-01T06:13:15+00:00,2026-01-01T06:13:15.207000+00:00,6,2001:db8:1:689a:a550:af1:2777:a40b,2001:db8:19f:571c:d3a0:85ec:2c1f:d0db,44545,25,TCP,SMTP,outbound,207.222,54,11771,260.5900161230125,56803.797773777405,3,51,2,0,703016,6,56,0,0,1,4.634741260789596
R0001349,Benign,2026-01-01T20:31:58+00:00,2026-01-01T20:31:58.078000+00:00,6,2001:db8:1:18db:56f2:ce96:8d1d:122a,2001:db8:1b9:4e52:346b:544c:31cc:d55c,15640,80,TCP,HTTP,outbound,78.981,4,240,50.64497643838734,3038.69858630324,3,1,0,0,470704,6,63,2,0,0,4.058058180838689
R0001350,Reconnaissance,2026-01-01T07:09:03+00:00,2026-01-01T07:09:03.154000+00:00,6,fe92:f2da:bfca:79d8:5f42:cf6b:1386:64e3,feb8:8a36:e964:f172:a9a9:bd76:82e8:9b5e,36303,110,TCP,POP3,inbound,154.769,2,629,12.922484514932538,4064.1213799462835,2,0,0,0,1047534,6,68,0,1,18,5.642414723612339
R0001351,Generic,2026-01-01T19:04:14+00:00,2026-01-01T19:04:14.078000+00:00,6,2001:db8:1:53a3:87e5:4ce:1c17:9c69,2001:db8:189:8826:8e67:d7d8:431b:dc70,26547,80,TCP,HTTP,outbound,78.067,2,207,25.61890823581063,2651.5570024064,1,1,0,0,2013,6,134,1,1,0,7.519064437251965
R0001352,Benign,2026-01-01T22:41:51+00:00,2026-01-01T22:41:51.342000+00:00,6,2001:db8:1:7f71:eeb4:4055:ea62:8d3d,2001:db8:1:8640:a366:6154:7136:e9e5,17050,445,TCP,SMB,lateral,342.092,21,4011,61.38702143894554,11724.921094838597,2,19,0,0,842481,6,253,1,1,2,4.4932932316269945
R0001353,Benign,2026-01-01T04:17:49+00:00,2026-01-01T04:17:49.152000+00:00,6,2001:db8:198:85e9:1e66:8738:becf:a316,2001:db8:1:2119:b966:8355:6f72:bb3c,20435,22,TCP,SSH,inbound,152.572,3,245,19.66291086435209,1605.8043872554208,1,2,0,0,914607,6,62,2,0,0,4.662021471178045
R0001354,Benign,2026-01-01T11:18:19+00:00,2026-01-01T11:18:19.613000+00:00,6,2001:db8:10b:a40f:105f:ef51:b0af:70d2,2001:db8:1:9c9a:29c0:9a85:48c9:5572,35882,25,TCP,SMTP,inbound,613.88,11,660,17.918799527040626,1075.1279716224376,1,10,1,0,234706,6,128,0,0,1,5.350602492844634
R0001355,Benign,2026-01-01T02:39:41+00:00,2026-01-01T02:39:41.182000+00:00,6,2001:db8:196:8f86:6800:155d:c2a6:63d6,2001:db8:1:fa0d:9814:697c:9c02:5145,19222,8080,UDP,HTTP-ALT,inbound,182.493,10,2484,54.79674019437212,13611.510264282035,0,0,0,0,417674,17,66,2,0,2,5.234333388568835
R0001356,Benign,2026-01-01T03:52:15+00:00,2026-01-01T03:52:15.291000+00:00,6,2001:db8:16c:1877:6e96:f611:e00c:4a3,2001:db8:1:bccc:55c:1cac:68ea:d22,47307,53,TCP,DNS,inbound,291.124,21,3702,72.1340951371435,12716.210485605012,3,18,0,0,412527,6,62,0,0,0,4.40510635299831
R0001357,Benign,2026-01-01T17:02:05+00:00,2026-01-01T17:02:05.374000+00:00,6,2001:db8:1:18ab:df7a:d7b0:3044:f297,2001:db8:1a1:be30:525f:38eb:fc:3ce3,22430,443,TCP,HTTPS,outbound,374.493,24,3392,64.08671446746035,9057.58897806773,3,21,1,0,492711,6,132,0,1,0,4.5026357720838295
R0001358,Benign,2026-01-01T03:56:10+00:00,2026-01-01T03:56:11.123000+00:00,6,2001:db8:1:6afd:ecc6:9033:296e:44d5,2001:db8:19d:ae89:cf70:ea88:d7aa:e31f,44276,53,UDP,DNS,outbound,1123.647,3,388,2.6698766418202675,345.30404567542126,0,0,0,0,906379,17,58,2,0,0,4.932862514058246
R0001359,Benign,2026-01-01T19:32:57+00:00,2026-01-01T19:32:57.599000+00:00,6,2001:db8:1:3a25:db98:6cde:3e7b:15a3,2001:db8:18e:4990:d805:aa2b:2d64:36ea,58827,22,TCP,SSH,outbound,599.633,6,360,10.006112474616636,600.3667484769982,1,5,1,0,427497,6,130,2,1,2,5.096537210153077
R0001360,Benign,2026-01-01T13:15:05+00:00,2026-01-01T13:15:05.259000+00:00,6,2001:db8:1:a28f:5612:ad53:8172:d09d,2001:db8:1a1:9028:e21e:2ae4:1d32:8db,60861,3389,TCP,RDP,outbound,259.663,10,6962,38.511386634391876,26811.627374863623,2,8,1,1,519741,6,67,1,0,1,6.36257366818784
R0001361,Benign,2026-01-01T16:09:09+00:00,2026-01-01T16:09:09.046000+00:00,6,2001:db8:130:9b72:130a:ef28:f920:31df,2001:db8:1:817e:a9f0:5ec4:27b1:85f6,0,53,ICMPv6,OTHER,inbound,46.69,5,392,107.08974817824982,8395.836257174786,0,0,0,0,207931,58,58,0,0,2,4.042584209784566
R0001362,Benign,2026-01-01T09:44:43+00:00,2026-01-01T09:44:43.067000+00:00,6,2001:db8:1:e5d0:596d:88dc:394b:5576,2001:db8:1bc:b760:7609:c580:2fd4:6a8e,48755,8080,UDP,HTTP-ALT,outbound,67.846,9,1755,132.65246725523926,25867.231114771654,0,0,0,0,41491,17,131,0,1,1,5.614784462079241
R0001363,Benign,2026-01-01T20:33:04+00:00,2026-01-01T20:33:04.169000+00:00,6,2001:db8:1:b1f:a690:83d0:1850:147b,2001:db8:1a1:ff3:c169:9add:6c28:6e65,55125,110,UDP,POP3,outbound,169.515,2,120,11.798343810998349,707.9006286599008,0,0,0,0,210661,17,124,2,0,0,4.3111403019643255
R0001364,Benign,2026-01-01T13:54:33+00:00,2026-01-01T13:54:33.349000+00:00,6,2001:db8:120:9f9f:9f04:fdd0:1337:27c0,2001:db8:1:71d0:9b50:9cd7:7793:231f,8677,143,UDP,IMAP,inbound,349.403,4,557,11.448094401058642,1594.1471453474157,0,0,0,0,878705,17,254,1,0,1,5.210545711741026
R0001365,Benign,2026-01-01T22:52:48+00:00,2026-01-01T22:52:49.125000+00:00,6,2001:db8:159:95e5:4c85:45c1:b159:f8a4,2001:db8:1:2d9e:7f5a:c17a:a926:550e,2114,123,TCP,NTP,inbound,1125.773,3,442,2.664834808774503,392.6189951594434,3,0,0,0,773092,6,63,2,0,2,4.866513719030305
R0001366,Benign,2026-01-01T07:49:39+00:00,2026-01-01T07:49:39.894000+00:00,6,2001:db8:1de:b04c:9c94:25d8:2bba:86f4,2001:db8:1:d455:9322:9023:5a99:5017,10091,80,TCP,HTTP,inbound,894.917,20,1200,22.348447683192596,1340.9068609915557,2,18,1,0,340803,6,63,1,1,0,5.481211682584066
R0001367,Benign,2026-01-01T03:25:30+00:00,2026-01-01T03:25:30.519000+00:00,6,2001:db8:1:24f:a2ef:2b77:a0d6:9a59,2001:db8:1bc:f8fa:71c0:1cb1:c395:428a,59127,25,UDP,SMTP,outbound,519.607,43,2580,82.75484633767515,4965.290780260509,0,0,0,0,996523,17,63,0,0,1,4.291497488487809
R0001368,Fuzzers,2026-01-01T16:27:50+00:00,2026-01-01T16:27:50.438000+00:00,6,2001:db8:14d:f48d:ff3c:6eb0:fd0b:e52c,2001:db8:1:7018:c3b4:4bae:101c:1fa0,32771,23,TCP,OTHER,inbound,438.468,2,280,4.561340251711714,638.5876352396399,2,0,0,0,958994,6,62,3,2,0,5.265838133878986
R0001369,Benign,2026-01-01T09:51:46+00:00,2026-01-01T09:51:47.070000+00:00,6,2001:db8:1:d9c1:9e28:984f:af82:6da0,2001:db8:167:d73e:48c3:1385:922b:a6f1,5956,25,TCP,SMTP,outbound,1070.681,9,1535,8.405862499757651,1433.666548569777,1,8,0,0,633903,6,132,2,0,2,5.463755584822576
R0001370,Benign,2026-01-01T06:57:37+00:00,2026-01-01T06:57:37.243000+00:00,6,2001:db8:1:a142:f197:e38d:84dc:5e33,2001:db8:166:f1b:34cd:510f:57e6:9df9,36179,8080,TCP,HTTP-ALT,outbound,243.979,6,360,24.592324032968055,1475.5394419780832,2,4,0,0,58624,6,66,2,0,1,4.8139974243505606
R0001371,Benign,2026-01-01T00:56:16+00:00,2026-01-01T00:56:16.597000+00:00,6,2001:db8:1:83c7:a3d7:ad9b:a9b2:9770,2001:db8:1e0:36f0:64fd:da37:ce63:5ae0,22432,443,TCP,HTTPS,outbound,597.26,5,497,8.371560649710048,832.1331285811788,2,3,0,0,292638,6,66,0,0,0,5.990759312232529
R0001372,Benign,2026-01-01T13:21:02+00:00,2026-01-01T13:21:02.395000+00:00,6,2001:db8:1:4a0:fab:3b92:e6d7:e558,2001:db8:12d:dc37:8b5b:73df:d701:8ade,36062,25,TCP,SMTP,outbound,395.509,40,7293,101.13556032548269,18439.54103634363,1,39,1,0,464392,6,61,1,1,2,5.086407838298036
R0001373,Benign,2026-01-01T20:00:06+00:00,2026-01-01T20:00:06.510000+00:00,6,2001:db8:1:cdf3:aa6c:fab9:dffb:ad37,2001:db8:17b:82ff:5473:446:a88:bdd7,44720,25,TCP,SMTP,outbound,510.94,5,395,9.78588058004372,773.0845658234539,2,3,0,1,993477,6,67,2,0,2,6.800097846820479
R0001374,Benign,2026-01-01T01:06:07+00:00,2026-01-01T01:06:08.596000+00:00,6,2001:db8:1fb:f7ad:6a7e:95d2:58fe:79a1,2001:db8:1:3ba:3c8f:5a90:dd90:fef2,61674,53,UDP,DNS,inbound,1596.387,1,135,0.6264144112181702,84.56594551445298,0,0,0,0,446387,17,63,1,1,0,5.339982096321354
R0001375,Benign,2026-01-01T07:01:36+00:00,2026-01-01T07:01:36.423000+00:00,6,2001:db8:11a:110a:673e:79fe:adc7:7c49,2001:db8:1:de93:e37b:9630:9798:b4e0,24347,8080,TCP,HTTP-ALT,inbound,423.481,3,487,7.08415043316925,1149.9937536511416,2,1,0,0,749598,6,129,2,0,0,5.8823387820596595
R0001376,Benign,2026-01-01T02:50:22+00:00,2026-01-01T02:50:22.945000+00:00,6,2001:db8:1:7032:d351:df5f:310b:82d7,2001:db8:1aa:3b3d:8a96:b857:fa8f:3923,29335,25,TCP,SMTP,outbound,945.694,9,1054,9.516818036814744,1114.5251345336378,3,6,1,0,40906,6,128,1,0,2,6.19821765597173
R0001377,Benign,2026-01-01T22:47:33+00:00,2026-01-01T22:47:35.938000+00:00,6,2001:db8:1:8f0:cdbb:bc7a:a48a:8be5,2001:db8:1a1:8abf:1ced:7991:7fe:b08e,29055,22,TCP,SSH,outbound,2938.992,10,600,3.4025266571148425,204.15159942689053,2,8,0,0,619973,6,67,1,0,0,4.659623661012946
R0001378,Benign,2026-01-01T03:24:08+00:00,2026-01-01T03:24:08.196000+00:00,6,2001:db8:1:64b5:b13:78a1:f02a:1b37,2001:db8:1aa:4ed1:4635:d22a:7be4:393,63590,110,TCP,POP3,outbound,196.108,16,960,81.5877828568866,4895.266971413196,2,14,1,0,80990,6,60,1,1,1,5.543158554197417
R0001379,Benign,2026-01-01T02:59:49+00:00,2026-01-01T02:59:49.198000+00:00,6,2001:db8:19c:7cf7:581d:820:e900:52ed,2001:db8:1:df4b:6faa:39b:98ec:5b6a,9997,445,UDP,SMB,inbound,198.674,4,308,20.133443561004395,1550.2751541973385,0,0,0,0,379165,17,64,1,1,0,6.68547736927255
R0001380,Benign,2026-01-01T06:55:32+00:00,2026-01-01T06:55:32.063000+00:00,6,2001:db8:1a5:c3a0:a29c:9dbe:ee8f:a88,2001:db8:1:7088:4b7e:40bd:a8ef:a221,17972,443,TCP,HTTPS,inbound,63.899,8,480,125.1972242453147,7511.8334547188815,3,5,1,0,636640,6,123,1,1,1,6.166956645344817
R0001381,Benign,2026-01-01T23:16:00+00:00,2026-01-01T23:16:00.924000+00:00,6,2001:db8:16f:e40a:99cc:dde6:390b:de0d,2001:db8:1:18ac:2bb4:7785:5385:9e02,36044,22,UDP,SSH,inbound,924.195,6,487,6.492135312867438,526.9449828944071,0,0,0,0,171621,17,70,0,1,0,4.953428945740426
R0001382,Benign,2026-01-01T22:19:56+00:00,2026-01-01T22:19:56.781000+00:00,6,2001:db8:1:2a8d:1a04:409f:37d9:6c58,2001:db8:1dc:a261:d432:c16a:b396:9a86,4717,8080,TCP,HTTP-ALT,outbound,781.816,10,600,12.790739982209523,767.4443989325714,1,9,1,0,387626,6,57,0,0,1,4.6210157800600955
R0001383,Benign,2026-01-01T15:25:15+00:00,2026-01-01T15:25:15.918000+00:00,6,2001:db8:1:ec52:3ca0:cbd6:78e8:bf15,2001:db8:124:a7dc:a3dd:1a45:c75f:7f94,64588,123,TCP,NTP,outbound,918.433,4,1362,4.355242066319485,1482.9599235817843,3,1,0,1,567698,6,61,1,1,0,5.412824398669969
R0001384,Benign,2026-01-01T03:21:31+00:00,2026-01-01T03:21:31.399000+00:00,6,2001:db8:1:b65d:522c:12e1:8e41:6029,2001:db8:18d:dc5f:523c:ed4:acd3:cc0b,12228,110,UDP,POP3,outbound,399.687,8,2244,20.015638271201908,5614.386535072134,0,0,0,0,726192,17,125,0,1,0,3.850394744288072
R0001385,Benign,2026-01-01T12:41:53+00:00,2026-01-01T12:41:53.410000+00:00,6,2001:db8:180:9a79:fa3d:5527:1d9b:a450,2001:db8:1:5e45:7d3f:b84a:53e3:9b1a,6531,8080,UDP,HTTP-ALT,inbound,410.755,7,8185,17.041805808298786,19926.74007727508,0,0,0,0,109524,17,66,1,0,0,4.790659424781376
R0001386,Benign,2026-01-01T07:08:29+00:00,2026-01-01T07:08:29.155000+00:00,6,2001:db8:142:21ad:17be:360d:996a:d475,2001:db8:1:4ea8:7440:6c5f:72bf:a693,31931,25,UDP,SMTP,inbound,155.944,2,120,12.825083115934591,769.5049869560754,0,0,0,0,296004,17,64,0,1,2,6.62732865159477
R0001387,Benign,2026-01-01T04:47:11+00:00,2026-01-01T04:47:12.107000+00:00,6,2001:db8:1:4bb9:bb74:a62b:da69:aa76,2001:db8:1ca:1ac0:d550:f98f:1cb4:e0cf,8828,445,UDP,SMB,outbound,1107.123,11,964,9.935660179113631,870.72512842414,0,0,0,0,963562,17,128,1,1,2,4.681362002515424
R0001388,Benign,2026-01-01T20:58:20+00:00,2026-01-01T20:58:21.894000+00:00,6,2001:db8:1:5557:961:b319:3403:3f08,2001:db8:1:82b3:7d03:3875:3b3a:ef0a,3008,3389,TCP,RDP,lateral,1894.154,8,827,4.223521355290879,436.60652010319467,1,7,0,0,883499,6,57,0,0,0,5.004565153477237
R0001389,Benign,2026-01-01T01:38:22+00:00,2026-01-01T01:38:22.205000+00:00,6,2001:db8:185:6b1c:a4f1:7bc1:d353:db1c,2001:db8:1:fafb:99d2:f7f2:eb1f:283e,29015,53,TCP,DNS,inbound,205.275,18,1080,87.68714750214552,5261.228850128731,3,15,1,0,367174,6,67,0,1,2,4.667856109826898
R0001390,Benign,2026-01-01T16:35:46+00:00,2026-01-01T16:35:46.284000+00:00,6,2001:db8:1:277:3240:ab15:79a7:e05a,2001:db8:18e:ac6:d3c4:794:4905:8e12,13079,143,UDP,IMAP,outbound,284.374,71,13490,249.67162500013606,47437.60875002585,0,0,0,0,933589,17,61,1,0,1,6.335620585491476
R0001391,Benign,2026-01-01T07:01:15+00:00,2026-01-01T07:01:15.303000+00:00,6,2001:db8:1:53d2:ed34:7d55:3673:f569,2001:db8:17b:8db3:39f7:113d:ba9b:b777,4300,3389,TCP,RDP,outbound,303.381,29,5608,95.5894731317175,18485.026390436953,1,28,0,0,1003206,6,55,0,0,1,4.195920367044973
R0001392,Benign,2026-01-01T03:16:38+00:00,2026-01-01T03:16:38.943000+00:00,6,2001:db8:1:7154:7aac:3fd3:bc37:6bf5,2001:db8:1ee:fadc:60ff:9567:be07:d0c9,39853,53,UDP,DNS,outbound,943.831,6,360,6.357072976897649,381.42437861385895,0,0,0,0,830584,17,63,1,0,1,7.4106897260157645
R0001393,Benign,2026-01-01T12:46:27+00:00,2026-01-01T12:46:27.832000+00:00,6,2001:db8:1cb:3ada:a10d:623:6046:2998,2001:db8:1:f8bf:4311:fb26:6e15:3de8,4475,110,UDP,POP3,inbound,832.506,57,11622,68.4680008438117,13960.265014154025,0,0,0,0,101133,17,67,2,0,2,7.174078687745024
R0001394,Benign,2026-01-01T12:31:46+00:00,2026-01-01T12:31:46.566000+00:00,6,2001:db8:1:8802:457:9d6f:93d3:125a,2001:db8:1d5:2939:3be4:5056:e7ea:6db4,47480,123,TCP,NTP,outbound,566.534,8,1812,14.120955323582818,3198.3963807915084,3,5,0,0,858990,6,132,1,0,0,4.7200353572877916
R0001395,Benign,2026-01-01T13:27:53+00:00,2026-01-01T13:27:53.852000+00:00,6,2001:db8:146:e53c:63ce:666:4b78:9b1f,2001:db8:1:83bc:f019:19d0:bc72:8732,20523,3389,UDP,RDP,inbound,852.65,18,1080,21.110658532068193,1266.6395119240917,0,0,0,0,357976,17,69,2,1,2,4.55883507060315
R0001396,Benign,2026-01-01T04:17:58+00:00,2026-01-01T04:17:58.317000+00:00,6,2001:db8:1:541e:7d82:e0de:e3cc:1771,2001:db8:192:2e04:b5c1:2af0:a296:884f,50453,110,UDP,POP3,outbound,317.806,4,2907,12.586290138295686,9147.086358006389,0,0,0,0,107672,17,128,2,0,2,4.349024919318436
R0001397,Benign,2026-01-01T14:36:08+00:00,2026-01-01T14:36:08.877000+00:00,6,2001:db8:1:89ef:bb2b:35a2:7677:7d6d,2001:db8:1e5:ae81:a90b:9810:9bf4:b57d,56449,123,TCP,NTP,outbound,877.899,18,1735,20.503504892820914,1976.3100549469048,3,15,0,0,393281,6,66,2,0,0,4.3747080391691355
R0001398,Benign,2026-01-01T10:12:39+00:00,2026-01-01T10:12:39.258000+00:00,6,2001:db8:1:ed1d:3ae:fa62:764d:a243,2001:db8:1:94a2:c028:286b:5402:b337,20635,3389,UDP,RDP,lateral,258.882,42,14569,162.2358831014271,56276.53764058789,0,0,0,0,432245,17,128,1,1,0,6.862931447189838
R0001399,Benign,2026-01-01T18:02:51+00:00,2026-01-01T18:02:51.349000+00:00,6,2001:db8:1fb:6724:6426:e700:feb2:ac4b,2001:db8:1:153f:1ad4:e764:85fb:94a6,48610,53,UDP,DNS,inbound,349.301,8,915,22.9029072948617,2619.5200218498067,0,0,0,0,716636,17,63,0,0,0,4.98480367643982
R0001400,Benign,2026-01-01T13:50:04+00:00,2026-01-01T13:50:05.128000+00:00,6,2001:db8:13e:ea3c:93ff:d1ea:14f8:72f6,2001:db8:1:fc60:fc6f:2e6e:9c18:e0ba,55700,445,UDP,SMB,inbound,1128.967,11,1991,9.743420681644862,1763.55914337772,0,0,0,0,705816,17,131,2,0,1,5.588185795654733
R0001401,Fuzzers,2026-01-01T07:34:29+00:00,2026-01-01T07:34:29.124000+00:00,6,2001:db8:1a8:1ce9:9e00:801d:cb80:52e1,2001:db8:1:f750:ddd0:bcc0:eabb:42d6,55641,110,UDP,POP3,inbound,124.435,2,244,16.0726572418132,1960.8641835012106,0,0,0,0,776798,17,63,4,1,1,6.087391428920122
R0001402,Generic,2026-01-01T11:09:08+00:00,2026-01-01T11:09:08.266000+00:00,6,2001:db8:135:2d85:95cf:bd81:6c47:16c,2001:db8:1:ca10:d2b7:8286:3894:2fe2,6884,21,TCP,OTHER,inbound,266.975,92,5520,344.60095224697625,20676.057134818573,3,89,0,1,43342,6,58,2,1,2,7.732950733407844
R0001403,Benign,2026-01-01T00:15:01+00:00,2026-01-01T00:15:01.287000+00:00,6,2001:db8:1:31f5:5183:c54f:ab3f:631b,2001:db8:165:222:ac5f:a726:2064:b2a1,49922,443,UDP,HTTPS,outbound,287.499,12,1985,41.739262304213064,6904.369639488577,0,0,0,0,167395,17,67,2,0,0,3.6927741796160616
R0001404,Benign,2026-01-01T01:00:51+00:00,2026-01-01T01:00:51.244000+00:00,6,2001:db8:1:fc19:92d1:3d77:da53:2699,2001:db8:122:681c:4eb0:c3d:796c:6ae6,0,123,ICMPv6,OTHER,outbound,244.436,14,2639,57.27468431992965,10796.277994306738,0,0,0,0,894628,58,70,1,1,0,6.1557039711138675
R0001405,Benign,2026-01-01T17:09:04+00:00,2026-01-01T17:09:04.383000+00:00,6,2001:db8:1:cc2f:88f6:8352:d38b:ca4e,2001:db8:180:95fa:db07:a2a9:19df:5a16,3823,80,TCP,HTTP,outbound,383.328,4,296,10.434935677507053,772.1852401355219,1,3,0,0,627754,6,126,1,1,0,5.855233628513761
